STATES,JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SET,OUT,NOV,DEZ,YEAR,CONSUMER_TYPE
Acre,3431.0,3072.0,2832.0,2624.0,3018.0,3141.0,3269.0,2828.0,3344.0,3323.0,3136.0,2890.0,2014,Industrial
Amazonas,151841.0,144760.0,146843.0,148922.0,152727.0,126412.0,150633.0,155460.0,157672.0,162271.0,154328.0,135060.0,2014,Industrial
Roraima,1431.0,1190.0,1542.0,1657.0,1860.0,1533.0,1693.0,1623.0,1944.0,2013.0,1760.0,1845.0,2014,Industrial
Pará,1024812.0,935238.0,1021545.0,1001964.0,1023313.0,985358.0,1019564.0,1017174.0,1024137.0,1008162.0,992444.0,1031564.0,2014,Industrial
Amapá,3035.0,3718.0,3137.0,3186.0,3200.0,3150.0,2802.0,3667.0,3486.0,3193.0,3338.0,3309.0,2014,Industrial
Tocantins,20950.0,21271.0,23680.0,24356.0,26226.0,28727.0,28817.0,26252.0,28059.0,30271.0,26045.0,24165.0,2014,Industrial
Maranhão,426473.0,379418.0,414443.0,338557.0,253870.0,229621.0,235112.0,256207.0,239963.0,246453.0,236870.0,243880.0,2014,Industrial
Piauí,22785.0,21002.0,23056.0,21052.0,21750.0,26309.0,26225.0,26954.0,26394.0,24042.0,25935.0,23421.0,2014,Industrial
Ceará,189148.0,203500.0,203931.0,197295.0,204540.0,187759.0,208213.0,217135.0,210827.0,216538.0,220287.0,197254.0,2014,Industrial
Rio Grande do Norte,108438.0,108162.0,113281.0,110204.0,112062.0,107116.0,111743.0,114527.0,112680.0,113001.0,107182.0,104396.0,2014,Industrial
Paraíba,122401.0,117959.0,125609.0,119338.0,133919.0,117607.88,125039.0,124563.0,123988.0,127722.0,123104.0,113704.0,2014,Industrial
Pernambuco,292424.0,284726.0,294425.0,285634.0,294921.0,280601.0,291016.0,305565.0,304012.0,315923.0,298259.0,291517.0,2014,Industrial
Alagoas,184986.0,150821.0,179703.0,175814.0,177316.0,176955.0,189306.0,181623.0,180451.0,164599.0,177926.0,188147.0,2014,Industrial
Sergipe,133237.0,135516.0,134244.0,129092.0,127420.0,121322.0,128956.0,136356.0,141281.0,146579.0,128246.0,133720.0,2014,Industrial
Bahia,844087.0,794082.0,875133.0,878973.0,875061.0,855734.0,918818.0,940293.0,932715.0,926534.0,933782.0,908777.0,2014,Industrial
Minas Gerais,2491134.0,2572335.0,2285822.0,2514088.0,2419340.0,2477957.0,2399892.0,2482366.0,2421237.0,2404280.0,2466715.0,2332982.0,2014,Industrial
Espírito Santo,424541.0,409744.0,419397.0,411491.0,409851.0,419962.0,430600.0,455450.0,436100.0,445194.0,432287.0,423468.0,2014,Industrial
Rio de Janeiro,727186.0,734864.0,741692.0,763520.0,726920.0,752716.0,703721.0,715763.0,708917.0,740953.0,763023.0,725520.0,2014,Industrial
São Paulo,4187957.0,4551544.0,4553560.0,4540009.0,4445981.0,4272043.0,4052978.0,4304583.0,4262281.0,4231928.0,4535189.0,4315733.0,2014,Industrial
Paraná,898537.0,1030484.0,962646.0,1052131.0,961680.0,1015239.0,986334.0,1044625.0,1041366.0,1015540.0,1066843.0,1032632.0,2014,Industrial
Santa Catarina,754355.0,841673.0,864624.0,832293.0,847968.0,797837.0,844566.0,834312.0,844947.0,878387.0,853832.0,791337.0,2014,Industrial
Rio Grande do Sul,769797.0,887839.0,882017.0,883882.0,883613.0,861971.0,846990.0,902429.0,900488.0,895841.0,903064.0,856906.0,2014,Industrial
Mato Grosso do Sul,95561.0,105235.0,100597.0,101519.0,101433.0,103626.0,107333.0,106493.0,102224.0,103475.0,104858.0,104097.0,2014,Industrial
Mato Grosso,156888.0,169329.0,177705.0,186828.0,190374.0,187974.0,202072.0,202655.0,197346.0,195284.0,182877.0,173058.0,2014,Industrial
Goiás,399937.0,391763.0,413445.0,423626.0,425523.0,428421.0,424648.0,459300.0,453909.0,409680.0,398217.0,378882.0,2014,Industrial
Distrito Federal,60680.0,65230.0,68470.0,65754.0,70907.0,66617.0,66757.0,69861.0,67839.0,70996.0,67021.0,64702.0,2014,Industrial
Rondônia,41101.0,37596.0,40467.0,37954.0,36415.0,36587.0,37322.0,35949.0,37553.0,38365.0,35737.0,35353.0,2015,Industrial
