STATES,JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SET,OUT,NOV,DEZ,YEAR,CONSUMER_TYPE
Paraíba,69746.0,62625.0,64046.0,63821.0,61287.0,59839.0,61881.0,64143.0,63256.0,71569.0,72968.0,74162.0,2009,Outros
Pernambuco,169607.0,160189.0,162277.0,170188.0,162591.0,161418.0,166953.0,170481.0,174676.0,183313.0,183847.0,216427.0,2009,Outros
Alagoas,67434.0,64998.0,54304.0,54782.0,49104.0,47935.0,44539.0,45656.0,45340.0,54360.0,66751.0,67603.0,2009,Outros
Sergipe,41885.0,50349.0,44602.0,46441.0,41871.0,40373.0,40730.0,40692.0,42140.0,47517.0,47612.0,51207.0,2009,Outros
Bahia,230461.0,227230.0,262521.0,233248.0,225224.0,243849.0,259811.0,275913.0,297732.0,281605.0,260526.0,292158.0,2009,Outros
Minas Gerais,426920.0,392120.0,437166.0,426867.0,440198.0,461679.0,488137.0,510874.0,494773.0,504994.0,450094.0,449530.0,2009,Outros
Espírito Santo,94604.0,96700.0,112113.0,105694.0,94111.0,115697.0,131708.0,105625.0,90333.0,117296.0,107023.0,109994.0,2009,Outros
Rio de Janeiro,476278.0,460196.0,470294.0,461889.0,449423.0,455574.0,443317.0,405116.0,453887.0,465468.0,478036.0,491080.0,2009,Outros
São Paulo,1058606.0,1018179.0,1074353.0,1090516.0,1078198.0,1071130.0,1051960.0,1074517.0,1109543.0,1103239.0,1105947.0,1113637.0,2009,Outros
Paraná,319012.0,322888.0,340594.0,344913.0,329915.0,316802.0,307829.0,308371.0,316325.0,318068.0,332819.0,346353.0,2009,Outros
Santa Catarina,231462.0,193464.0,216219.0,202332.0,192093.0,184572.0,183133.0,187830.0,184468.0,191463.0,205784.0,189192.0,2009,Outros
Rio Grande do Sul,550708.0,537824.0,504201.0,460163.0,389655.0,355111.0,345544.0,344103.0,339273.0,335290.0,350262.0,384293.0,2009,Outros
Mato Grosso do Sul,77305.0,76329.0,77767.0,84778.0,83137.0,74380.0,71030.0,72694.0,78416.0,77086.0,80115.0,82509.0,2009,Outros
Mato Grosso,85874.2,89440.01,95582.01,101368.5,97499.3,100095.45,115176.23,121946.5,118126.71,114308.74,99901.6,93758.6,2009,Outros
Goiás,168060.0,159503.0,174326.0,183841.0,190165.0,205384.0,223138.0,223631.0,205965.0,193810.0,176287.0,170554.0,2009,Outros
Distrito Federal,96425.0,98699.0,98574.0,104534.0,100897.0,104242.0,102987.0,105528.0,108793.0,110710.0,107427.0,109946.0,2009,Outros
Rondônia,40983.0,38468.0,39992.0,42587.0,43739.0,42415.0,43492.0,42189.0,43490.0,47533.0,46537.0,44851.0,2010,Outros
Acre,14616.75,14458.75,14366.82,15717.49,14951.0,14737.0,14960.0,14999.23,16190.51,16644.53,16394.57,15854.71,2010,Outros
Amazonas,70974.0,66746.0,67441.0,79263.0,74860.0,77562.0,72349.0,76506.0,78861.0,79821.0,77673.0,78455.0,2010,Outros
Roraima,12841.0,11981.0,11562.0,12895.0,11900.0,12471.0,11065.0,10982.0,12525.0,12721.0,11664.0,12449.0,2010,Outros
Pará,96414.0,92407.0,97637.0,100206.0,99494.0,105510.0,102825.0,99187.0,106193.0,107783.0,105205.0,107674.0,2010,Outros
Amapá,13250.0,14860.0,13379.0,14727.0,14885.0,14607.0,14417.0,14631.0,15478.0,15048.0,15082.0,14793.0,2010,Outros
Tocantins,30324.0,30931.0,31908.0,31820.0,34102.0,36514.0,35658.0,36476.0,35281.0,34338.0,32430.0,33270.0,2010,Outros
Maranhão,74612.0,70495.0,79141.0,77309.0,84059.0,81564.0,85026.0,91431.0,89847.0,90744.0,87749.0,84608.0,2010,Outros
Piauí,42350.0,39973.0,39205.0,42258.0,41984.0,43701.0,43101.0,44489.0,48256.0,48918.0,49191.0,47511.0,2010,Outros
Ceará,162924.0,147149.0,159953.0,155654.0,149706.0,160025.0,170919.0,170550.0,185406.0,188456.0,185002.0,182568.0,2010,Outros
Rio Grande do Norte,75384.0,68417.0,78682.0,77858.0,71394.0,76968.0,71071.0,73200.0,79815.0,87926.0,90484.0,89241.0,2010,Outros
Paraíba,68511.0,65397.0,75318.0,71233.0,71465.0,69879.0,68147.0,70413.0,72840.0,76933.0,80688.0,82492.0,2010,Outros
Pernambuco,167145.0,175817.0,182724.0,180747.0,185748.0,178416.0,166394.0,195131.0,179419.0,193588.0,190910.0,218199.0,2010,Outros
Alagoas,62323.0,54917.0,60517.0,56365.0,48730.0,48091.0,42877.0,44239.0,45760.0,49779.0,63680.0,68354.0,2010,Outros
Sergipe,48522.35,45476.0,49600.0,47041.0,46541.0,43856.0,43322.0,43753.0,43818.0,48662.0,51014.0,54462.0,2010,Outros
Bahia,230719.0,263941.0,269823.0,241930.0,273521.0,282619.0,278690.0,276323.0,287239.0,286741.0,271507.0,270098.0,2010,Outros
Minas Gerais,434288.0,445634.0,449351.0,457126.0,491945.0,505883.0,513057.0,528514.0,557073.0,531944.0,481353.0,447296.0,2010,Outros
Espírito Santo,116389.0,141361.0,117800.0,111307.0,106585.0,108855.0,111031.0,98132.0,126634.0,121834.0,105550.0,102124.0,2010,Outros
Rio de Janeiro,508162.0,498997.0,512768.0,500029.0,488566.0,475043.0,455633.0,468429.0,484120.0,480091.0,421682.0,515324.0,2010,Outros
São Paulo,1081600.3,1057157.0,1097932.0,1132334.0,1111725.0,1104991.0,1129714.0,1190660.0,1254817.0,1171063.0,1146840.0,1164369.0,2010,Outros
Paraná,349803.0,358503.0,361226.0,355119.0,339052.0,327691.0,327411.0,329382.0,344235.0,339014.0,338341.0,348886.0,2010,Outros
Santa Catarina,234601.0,188844.0,239159.0,202210.0,190979.0,189462.0,185757.0,182179.0,189378.5,177855.46000000002,190166.69,188690.69,2010,Outros
Rio Grande do Sul,485607.41000000003,515466.0,519377.0,452287.0,380876.0,352919.0,348522.0,335839.0,344342.0,344764.0,410835.0,536029.0,2010,Outros
Mato Grosso do Sul,74364.0,78708.0,83165.0,86113.0,80724.0,73370.0,75915.0,78235.0,85138.0,83093.0,82724.0,84975.0,2010,Outros
Mato Grosso,89390.0,90487.0,105734.0,104926.0,107260.0,109011.0,124686.0,122189.0,123825.0,119709.0,104219.0,98055.0,2010,Outros
Goiás,160883.0,171710.0,169086.0,183593.0,224862.0,242550.0,228830.0,242628.0,247757.0,218296.0,193660.0,176133.0,2010,Outros
Distrito Federal,103205.0,106469.0,108980.0,112223.0,115304.0,115330.0,109910.0,112794.0,117447.0,117781.0,114713.0,113547.0,2010,Outros
Rondônia,44069.0,41408.0,38534.0,44301.0,44281.0,45007.0,47123.0,45008.0,48308.0,48897.0,48051.0,47727.0,2011,Outros
Acre,16905.260000000002,15717.66,15288.05,16223.05,15347.39,18154.72,16320.619999999999,16508.84,16542.34,17117.38,16719.77,16816.78,2011,Outros
Amazonas,70172.0,62179.0,70667.0,72658.0,71771.0,77929.0,76146.0,81632.0,83488.0,83544.0,80520.0,83203.0,2011,Outros
Roraima,12224.0,11710.0,13331.0,11943.0,12705.0,11549.0,10370.0,12297.0,13522.0,14135.0,12471.0,13608.0,2011,Outros
Pará,98923.0,92439.0,95589.0,97482.0,97072.0,105698.0,106858.0,103798.0,108092.0,106652.0,104368.0,108835.0,2011,Outros
Amapá,13757.0,13642.0,13377.0,14361.0,14576.0,14292.0,14430.0,15071.0,16339.0,16680.0,15291.0,15468.0,2011,Outros
Tocantins,32377.0,31339.0,31738.0,32160.0,33923.0,35583.0,37101.0,39212.0,39028.0,35654.0,32985.0,33466.0,2011,Outros
Maranhão,79997.0,74994.0,78035.0,81017.0,83923.0,88058.0,87319.0,91921.0,94188.0,93589.0,89814.0,84616.0,2011,Outros
Piauí,50961.0,47474.0,46477.0,47882.0,48504.0,50171.0,51509.0,52712.0,57184.0,59048.0,57477.0,57891.0,2011,Outros
Ceará,166882.0,145864.0,142616.0,145190.0,145408.0,148934.0,157451.0,163205.0,186873.0,193018.0,185512.0,189774.0,2011,Outros
Rio Grande do Norte,79373.0,70127.0,70839.0,70088.0,65858.0,68803.0,68110.0,73674.0,81412.0,87576.0,92041.0,94835.0,2011,Outros
Paraíba,73166.0,68971.0,73388.0,71246.0,70003.0,68324.0,68822.0,70798.0,71786.0,78855.0,80964.0,82785.0,2011,Outros
Pernambuco,190229.0,166981.0,182275.0,191232.0,175494.0,180710.0,168153.0,184197.0,183702.0,193871.0,190005.0,195136.0,2011,Outros
Alagoas,67833.0,63468.0,55415.0,62697.0,47528.0,47456.0,44760.0,46049.0,46871.0,52308.0,63778.0,64729.0,2011,Outros
Sergipe,53390.0,49114.0,52487.0,49979.0,47906.0,45769.0,46054.0,46992.0,47128.0,50380.0,50941.0,55162.0,2011,Outros
Bahia,275421.0,253221.0,259793.0,252005.0,280633.0,278070.0,287317.0,303920.0,312568.0,304676.0,271752.0,282138.0,2011,Outros
Minas Gerais,444865.0,471292.0,484739.0,472686.0,502895.0,534778.0,553338.0,574486.0,606843.0,589358.0,519465.0,476805.0,2011,Outros
Espírito Santo,113383.0,117159.0,119489.0,103364.0,102517.0,114024.0,112745.0,121497.0,131169.0,122369.0,105214.0,101730.0,2011,Outros
Rio de Janeiro,569451.0,568451.0,598619.0,582991.0,569591.0,539202.0,532624.0,546182.0,548852.0,557774.0,563975.0,577372.0,2011,Outros
São Paulo,1141411.0,1108844.0,1160418.0,1154350.0,1145291.0,1143179.0,1147917.0,1208762.0,1279421.0,1242182.0,1203081.0,1186852.0,2011,Outros
Paraná,354882.0,368188.0,368095.0,354938.0,364072.0,346254.0,342855.0,341313.0,353058.0,358507.0,358005.0,359171.0,2011,Outros
Santa Catarina,329803.0,316682.0,321156.0,308493.0,304049.0,299583.0,302981.0,305479.0,301898.0,306368.0,306920.0,319212.0,2011,Outros
Rio Grande do Sul,622400.0,602436.0,524886.0,451214.0,403612.0,389104.0,383324.0,386684.0,375442.0,377933.0,416956.0,542066.0,2011,Outros
Mato Grosso do Sul,84217.0,83081.0,82770.0,87030.0,84917.0,79311.0,77825.0,83991.0,89749.0,88298.0,87194.0,90891.0,2011,Outros
Mato Grosso,91152.0,92724.0,108858.0,110416.0,110234.0,113893.0,125172.0,134198.0,137898.0,134600.0,125032.0,116484.0,2011,Outros
Goiás,158010.0,167350.0,162446.0,173607.0,210024.0,223513.0,216662.0,232073.0,240527.0,219929.0,181368.0,167663.0,2011,Outros
Distrito Federal,111039.0,117225.0,109845.0,119833.0,119405.0,118678.0,115611.0,120449.0,124840.0,118389.0,113214.0,114410.0,2011,Outros
Rondônia,45556.0,43205.0,51016.0,46415.0,48511.0,50607.0,48465.0,55954.0,52362.0,51373.0,54615.0,46672.0,2012,Outros
Acre,17336.4,17250.260000000002,17473.37,18652.010000000002,17978.53,18123.64,18621.809999999998,19053.14,19114.5,21557.489999999998,19986.190000000002,20456.760000000002,2012,Outros
Amazonas,77253.0,81634.0,84434.0,78036.0,80631.0,77657.0,87667.0,93142.0,91002.0,93110.0,108437.0,91504.0,2012,Outros
Roraima,12708.0,11519.0,15188.0,16256.0,12570.0,13456.0,12884.0,13012.0,13907.0,14454.0,15362.0,14547.0,2012,Outros
Pará,99041.0,92206.0,94585.0,98158.0,101839.0,102898.0,100693.0,99701.0,107498.0,105005.0,108050.0,108040.0,2012,Outros
Amapá,15489.0,14231.0,13664.0,14723.0,14404.0,15554.0,14883.0,14887.0,16395.0,15380.0,16419.0,15182.0,2012,Outros
Tocantins,33018.0,32266.0,33027.0,34391.0,36376.0,37924.0,40217.0,40640.0,38717.0,38094.0,36848.0,35497.0,2012,Outros
Maranhão,83853.0,86916.0,84640.0,86908.0,92151.0,105814.0,90114.0,95582.0,96317.0,100802.0,94863.0,91202.0,2012,Outros
Piauí,55713.0,52437.0,51849.0,56274.0,58846.0,62125.0,64361.0,66278.0,69290.0,71622.0,66832.0,64388.0,2012,Outros
Ceará,200463.0,181412.0,170354.0,180545.0,185821.0,198772.0,197475.0,209879.0,217393.0,222556.0,218862.0,217922.0,2012,Outros
Rio Grande do Norte,87626.0,79380.0,81589.0,83894.0,91177.0,85927.0,83201.0,87109.0,95629.0,97029.0,99505.0,101456.0,2012,Outros
Paraíba,79953.0,73526.0,80372.0,82189.0,85397.0,77429.0,75306.0,81070.0,81708.0,86364.0,84475.0,87704.0,2012,Outros
Pernambuco,197302.0,186220.0,198803.0,195424.0,210746.0,190868.0,187327.0,192084.0,186575.0,189671.0,197095.0,190499.0,2012,Outros
Alagoas,69774.0,67206.0,69229.0,56984.0,64552.0,54538.0,48385.0,51477.0,56381.0,66141.0,73303.0,82815.0,2012,Outros
Sergipe,56067.0,52846.0,55488.0,56422.0,54833.0,50071.0,48939.0,49393.0,51047.0,54509.0,51437.0,57605.0,2012,Outros
Bahia,284211.0,272377.0,316581.0,316854.0,334517.0,304007.0,302959.0,320350.0,321346.0,333616.0,284509.0,279318.0,2012,Outros
Minas Gerais,459405.0,481079.0,529088.0,537506.0,536339.0,550441.0,554380.0,591256.0,613918.0,620966.0,601788.0,501347.0,2012,Outros
Espírito Santo,100398.0,114033.0,140640.0,135429.0,134561.0,128458.0,121681.0,124031.0,109341.0,115622.0,131835.0,114388.0,2012,Outros
Rio de Janeiro,560366.0,585193.0,579626.0,595283.0,584525.0,565367.0,554997.0,570172.0,574694.0,578037.0,601345.0,604868.0,2012,Outros
São Paulo,1140907.0,1169036.0,1206087.0,1264215.0,1183965.0,1183327.0,1117726.0,1184523.0,1320300.0,1276366.0,1291390.0,1225006.0,2012,Outros
Paraná,374474.19,383274.44,411391.14,390021.64,365800.11,352619.32,348279.62,354061.08,374309.63,382856.42000000004,388018.75999999995,393304.0,2012,Outros
Santa Catarina,352305.0,358212.0,380296.0,347156.0,342974.0,321028.0,331429.0,316473.0,331023.0,317196.0,333138.0,339127.0,2012,Outros
Rio Grande do Sul,599765.0,611227.0,565144.0,463153.0,415462.0,391737.0,377865.0,396784.0,397902.0,393045.0,425391.0,517710.0,2012,Outros
Mato Grosso do Sul,89635.0,89031.0,91423.0,91602.0,85337.0,79959.0,78523.0,85666.0,95178.0,94297.0,96574.0,98075.0,2012,Outros
Mato Grosso,105281.0,108804.0,118144.0,116687.0,115206.0,116788.0,140908.0,148114.0,149920.0,149118.0,138728.0,124499.0,2012,Outros
Goiás,162479.0,168911.0,178907.0,197453.0,220129.0,225560.0,228013.0,243183.0,234753.0,245641.0,214674.0,184500.0,2012,Outros
Distrito Federal,111251.0,114641.0,117883.0,120954.0,122789.0,121921.0,120246.0,123087.0,122199.0,134357.0,129269.0,110834.0,2012,Outros
Rondônia,46749.0,47304.0,49496.0,51709.0,58397.0,51425.0,53265.0,53890.0,60930.0,57335.0,55151.0,55990.0,2013,Outros
Acre,18224.739999999998,17968.72,18755.55,19376.43,19219.57,19799.010000000002,20793.03,19968.260000000002,19940.16,23861.38,21624.54,20840.239999999998,2013,Outros
Amazonas,92438.0,86336.0,90227.0,92936.0,96935.0,96938.0,109221.0,99613.0,98407.0,105557.0,98471.0,95514.0,2013,Outros
Roraima,13876.0,13775.0,13852.0,15535.0,13614.0,13203.0,13408.0,14410.0,15997.0,15846.0,15356.0,15094.0,2013,Outros
Pará,99615.0,98593.0,94122.0,103191.0,105077.0,108757.0,110053.0,103960.0,112639.0,114649.0,112785.0,124625.0,2013,Outros
Amapá,14820.0,14424.0,14388.0,14264.0,15088.0,16164.0,14468.0,15614.0,16302.0,16714.0,17739.0,15732.0,2013,Outros
Tocantins,37649.0,34278.0,34895.0,37190.0,37968.0,40129.0,44065.0,43671.0,42450.0,42476.0,37897.0,37835.0,2013,Outros
Maranhão,92710.0,90033.0,94591.0,89176.0,93033.0,96285.0,100206.0,103219.0,100918.0,115935.0,106801.0,100094.0,2013,Outros
Piauí,50652.0,49901.0,51128.0,54182.0,53543.0,56545.0,55748.0,59036.0,62519.0,62973.0,61018.0,59261.0,2013,Outros
Ceará,215596.0,207178.0,192051.0,200281.0,197194.0,205555.0,184854.0,203874.0,226610.0,231240.0,235639.0,216801.0,2013,Outros
Rio Grande do Norte,93244.0,94545.0,91452.0,95023.0,88416.0,84284.0,80615.0,101766.0,92261.0,101744.0,99301.0,103049.0,2013,Outros
Paraíba,90734.0,89766.0,89889.0,88860.0,82252.0,77816.0,79599.0,81324.0,81445.0,85253.0,85956.0,88424.0,2013,Outros
Pernambuco,202511.0,195405.0,203076.0,212772.0,199202.0,189505.0,189665.0,195272.0,198877.0,208860.0,210253.0,204739.0,2013,Outros
Alagoas,74267.0,73703.0,76902.0,74635.0,57172.0,55867.0,52062.0,53198.0,49176.0,61147.0,73358.0,84702.0,2013,Outros
Sergipe,59492.0,61345.0,60728.0,60007.0,52221.0,50977.0,49148.0,49653.0,51529.0,52674.0,54671.0,56931.0,2013,Outros
Bahia,315017.0,296748.0,339881.0,342310.0,343431.0,308820.0,346209.0,337418.0,334369.0,359801.0,346469.0,297866.0,2013,Outros
Minas Gerais,557476.0,495603.0,517662.0,508236.0,569836.0,586406.0,596352.0,638759.0,646485.0,609730.0,606639.0,549011.0,2013,Outros
Espírito Santo,152650.0,130393.0,137323.0,128171.0,131623.0,129372.0,122113.0,143549.0,131082.0,125414.0,122682.0,122834.0,2013,Outros
Rio de Janeiro,604715.0,571506.0,620663.0,609447.0,559864.0,598476.0,595404.0,588021.0,581454.0,608789.0,618926.0,628346.0,2013,Outros
São Paulo,1200871.0,1157724.0,1191237.0,1213844.0,1225184.0,1203440.0,1186133.0,1192028.0,1284257.0,1269462.0,1277194.0,1246709.0,2013,Outros
Paraná,396241.0,393549.0,412184.0,384570.0,384437.0,376790.0,373442.0,377671.0,378440.0,385419.0,394013.0,412941.0,2013,Outros
Santa Catarina,339908.0,349787.0,339832.0,322935.0,332567.0,318966.0,335966.0,330138.0,308146.0,338629.0,367550.0,352413.0,2013,Outros
Rio Grande do Sul,561123.0,622471.0,535367.0,459658.0,426496.0,386630.0,389702.0,403275.0,388093.0,392727.0,425745.0,508925.0,2013,Outros
Mato Grosso do Sul,93135.0,93956.0,93907.0,92313.0,88494.0,87506.0,83377.0,89885.0,93257.0,91167.0,95323.0,100783.0,2013,Outros
Mato Grosso,119229.0,120757.0,123993.0,126393.0,127690.0,132195.0,152345.0,162711.0,154307.0,149842.0,138837.0,127600.0,2013,Outros
Goiás,193955.0,174175.0,180777.0,184381.0,214376.0,222312.0,238204.0,252248.0,256207.0,229132.0,216476.0,192943.0,2013,Outros
Distrito Federal,133037.0,124176.0,122205.0,127655.0,127343.0,100613.0,155070.0,130814.0,133434.0,129401.0,120982.0,137039.0,2013,Outros
Rondônia,54751.0,51481.0,53203.0,55718.0,55027.0,56255.0,55999.0,58183.0,63019.0,60790.0,57876.0,56984.0,2014,Outros
Acre,19069.0,17504.0,15386.0,17936.0,18635.0,18073.0,18566.0,18944.0,19655.0,19937.0,18685.0,22573.0,2014,Outros
Amazonas,87538.0,87061.0,96537.0,97975.0,100625.0,94520.0,101780.0,98303.0,105436.0,107622.0,95675.0,93746.0,2014,Outros
Roraima,15337.0,14119.0,15269.0,16595.0,15770.0,14518.0,14764.0,14620.0,17351.0,18065.0,16889.0,17314.0,2014,Outros
Pará,109401.0,109126.0,104962.0,108453.0,112901.0,124521.0,116946.0,112333.0,121438.0,123927.0,126440.0,131442.0,2014,Outros
Amapá,15301.0,13840.0,14049.0,16389.0,14390.0,15612.0,14065.0,15793.0,16597.0,16652.0,17534.0,15795.0,2014,Outros
Tocantins,36690.0,35587.0,35599.0,36855.0,38428.0,41507.0,44851.0,45773.0,43657.0,45351.0,41012.0,41520.0,2014,Outros
Maranhão,95026.0,89824.0,93675.0,94676.0,95012.0,100083.0,100716.0,122277.0,110213.0,111560.0,110108.0,107918.0,2014,Outros
Piauí,55080.0,55181.0,54749.0,53124.0,54945.0,57197.0,57963.0,61730.0,69393.0,71246.0,63051.0,61969.0,2014,Outros
Ceará,220424.0,218428.0,214203.0,200997.0,228959.0,206013.0,215189.0,228148.0,236470.0,245371.0,247555.0,234607.0,2014,Outros
Rio Grande do Norte,97863.0,91458.0,93962.0,88334.0,91730.0,83526.0,88648.0,94125.0,98849.0,103488.0,106434.0,105233.0,2014,Outros
Paraíba,89384.0,87085.0,86706.0,85500.0,84542.0,79141.0,81272.0,80741.0,84433.0,85771.0,89800.0,87742.0,2014,Outros
Pernambuco,207644.0,194815.0,212579.0,202069.0,204655.0,199237.0,197628.0,199386.0,200786.0,207829.59,209039.39,209273.03,2014,Outros
Alagoas,79703.0,72640.0,71992.0,63904.0,55255.0,52874.0,50591.0,53412.0,55934.0,61109.0,70126.0,75679.0,2014,Outros
Sergipe,61967.0,63099.0,61275.0,57053.0,52397.0,51121.0,50071.0,51944.0,53066.0,53611.0,56134.0,56407.0,2014,Outros
Bahia,312501.0,321083.0,328860.0,324206.0,339694.0,333873.0,344296.0,345134.0,362589.0,386973.0,343353.0,324538.0,2014,Outros
Minas Gerais,545187.0,616127.0,578345.0,570572.0,609282.0,615526.0,670509.0,632273.0,650953.0,675647.0,639383.0,550600.0,2014,Outros
Espírito Santo,118555.0,140196.0,140735.0,128014.0,139822.0,146431.0,127544.0,131376.0,137027.0,160344.0,144815.0,125756.0,2014,Outros
Rio de Janeiro,649634.0,760249.0,727553.0,615634.0,603138.0,593507.0,543526.0,551691.0,599364.0,623158.0,622132.0,646699.0,2014,Outros
São Paulo,1271555.0,1323642.0,1254630.0,1258289.0,1253642.0,1203152.0,1219769.0,1248290.0,1281341.0,1322074.0,1314855.0,1244792.0,2014,Outros
Paraná,421699.0,447771.0,440179.0,424502.0,400315.0,388042.0,381606.0,383075.0,394180.0,412748.0,433149.0,435713.0,2014,Outros
Santa Catarina,405591.0,394124.0,381863.0,350746.0,355531.0,340232.0,340306.0,347669.0,337397.0,377809.0,392942.0,392583.0,2014,Outros
Rio Grande do Sul,699574.0,698992.0,585236.0,501684.0,472332.0,434585.0,429232.0,447985.0,433117.0,450930.0,471370.0,564024.0,2014,Outros
Mato Grosso do Sul,97342.0,100134.0,96957.0,100027.0,94044.0,86667.0,85914.0,92148.0,100414.0,103302.0,106134.0,99098.0,2014,Outros
Mato Grosso,116105.0,123481.0,131418.0,131173.0,140585.0,141188.0,158071.0,173000.0,174699.0,182383.0,166984.0,148712.0,2014,Outros
Goiás,189444.0,204947.0,143558.0,233095.0,217395.0,250817.0,249875.0,247698.0,255559.0,246398.0,236920.0,193131.0,2014,Outros
Distrito Federal,127237.0,130950.0,123950.0,130038.0,128001.0,130843.0,123910.0,130349.0,135507.0,141097.0,140057.0,129876.0,2014,Outros
Rondônia,57707.0,56265.0,60044.0,61451.0,59956.0,62310.0,62623.0,65417.0,69842.0,67209.0,66331.0,63146.0,2015,Outros
Acre,19604.0,20628.0,20918.0,21673.0,21662.0,21543.0,22893.0,25549.0,22885.0,22887.0,23055.0,25392.0,2015,Outros
Amazonas,83659.0,83386.0,93357.0,91429.0,92612.0,93812.0,99215.0,102210.0,98583.0,103128.0,93758.0,83867.0,2015,Outros
Roraima,18597.0,15782.0,17913.0,16498.0,15834.0,15796.0,15452.0,15799.0,17313.0,19559.0,18332.0,16993.0,2015,Outros
Pará,141638.33,137124.0,143254.0,146133.0,154051.0,137882.0,139457.0,149884.0,157629.0,151564.0,148838.0,163602.0,2015,Outros
Amapá,14418.0,14736.0,14081.0,15046.0,14163.0,15900.0,14419.0,14993.0,15936.0,14339.0,14991.0,17028.0,2015,Outros
Tocantins,39322.0,38819.0,38893.0,39640.0,39829.0,44260.0,46879.0,49226.0,47549.0,45839.0,42885.0,44316.0,2015,Outros
Maranhão,98805.0,95000.0,98939.0,97164.0,103260.0,104971.0,107090.0,110602.0,117127.0,120407.0,116650.0,120856.0,2015,Outros
Piauí,58128.0,56096.0,54953.0,53232.0,57076.0,61010.0,59857.0,61746.0,65852.0,67174.0,68001.0,64432.0,2015,Outros
Ceará,234821.0,229522.0,210373.0,206581.0,214490.0,220923.0,215461.0,226260.0,233967.0,238418.0,251632.0,248497.0,2015,Outros
Rio Grande do Norte,100549.0,95111.0,92898.0,88415.0,93154.0,91318.0,85999.0,90505.0,97123.0,99206.0,105872.0,103433.0,2015,Outros
Paraíba,89815.0,89276.0,87066.0,84599.0,87510.0,81248.0,76005.0,79295.0,84412.0,87977.0,87793.0,87608.0,2015,Outros
Pernambuco,206646.02,206977.76,202557.36,203800.01,210477.01,200899.59,182237.53,192739.92,196693.35,210722.39,205899.45,216572.59,2015,Outros
Alagoas,74383.0,66357.0,64758.0,68977.0,62623.0,54820.0,52604.0,53267.0,59781.0,69020.0,72507.0,75475.0,2015,Outros
Sergipe,62334.0,60446.0,61491.0,59769.0,55858.0,49799.0,49331.0,50565.0,53773.0,57630.0,59837.0,61703.0,2015,Outros
Bahia,358392.0,339641.0,345301.0,349334.0,337870.0,345511.0,348461.0,359073.0,377183.0,399628.0,396791.0,398471.0,2015,Outros
Minas Gerais,603827.0,610686.0,546743.0,559458.0,561909.0,600633.0,615954.0,642430.0,646883.0,670370.0,674432.0,576296.0,2015,Outros
Espírito Santo,169381.0,169820.0,153220.0,149113.0,153970.0,138412.0,140196.0,138352.0,145907.0,178232.0,188167.0,150719.0,2015,Outros
Rio de Janeiro,638949.0,612291.0,633157.0,635987.0,575630.0,578061.0,584391.0,623302.0,565955.0,551633.0,598675.0,676330.0,2015,Outros
São Paulo,1233658.0,1240489.0,1186361.0,1210862.0,1182639.0,1156484.0,1163735.0,1212376.0,1235206.0,1279478.0,1251083.0,1214220.0,2015,Outros
Paraná,436076.0,444102.0,443159.0,432134.0,402533.0,379537.0,386808.0,390704.0,394994.0,409731.0,421321.0,418516.0,2015,Outros
Santa Catarina,403180.0,398841.0,370800.0,382589.0,367610.0,350065.0,338923.0,357952.0,346233.0,350060.0,367226.0,355270.0,2015,Outros
Rio Grande do Sul,639899.19,654839.0,630671.0,559842.0,472732.0,432974.0,438672.0,449228.0,441772.0,433523.0,428315.0,490100.0,2015,Outros
Mato Grosso do Sul,99017.0,101232.0,97449.0,103311.0,94128.0,89324.0,87504.0,93492.0,102115.0,102291.0,106671.0,100733.0,2015,Outros
Mato Grosso,129795.0,136157.0,141990.0,137350.0,134574.0,144524.0,163373.0,182584.0,185943.0,183630.0,164129.0,152789.0,2015,Outros
Goiás,239263.0,298822.0,238611.0,258286.0,275107.0,298468.0,289631.0,316664.0,328078.0,322716.0,317885.0,279016.0,2015,Outros
Distrito Federal,115643.0,132046.0,113926.0,128594.0,125415.0,131684.0,126541.0,128179.0,133326.0,139006.0,137777.0,134301.0,2015,Outros
Rondônia,58761.0,59371.0,61638.0,60544.0,60003.0,59699.0,60285.0,65674.0,62281.0,63842.0,61171.0,59735.0,2016,Outros
Acre,21396.0,21636.0,23840.0,23002.0,23498.0,22616.0,22829.0,23445.0,23297.0,24507.0,24126.0,25771.0,2016,Outros
Amazonas,82992.0,83535.0,89229.0,85396.0,86603.0,86657.0,91583.0,85520.0,74217.0,83029.0,97873.0,99752.0,2016,Outros
Roraima,16516.0,17069.0,18231.0,17145.0,16930.0,16032.0,15620.0,26924.0,16795.0,17561.0,18077.0,17503.0,2016,Outros
Pará,135311.0,143907.0,149370.0,147024.0,163610.0,161407.0,142878.0,158888.0,159942.0,156969.0,161100.0,163293.0,2016,Outros
Amapá,14459.0,14141.0,15242.0,14248.0,15982.0,14450.0,14792.0,17003.0,16888.0,16033.0,16418.0,14585.0,2016,Outros
Tocantins,36785.0,39769.0,44954.0,43360.0,47794.0,50035.0,47139.0,48165.0,47099.0,44858.0,43936.0,43681.0,2016,Outros
Maranhão,104904.0,95205.0,104414.0,107744.0,110121.0,115670.0,116977.0,103003.0,125438.0,116658.0,118447.0,117465.0,2016,Outros
Piauí,58445.0,53430.0,57720.0,58796.0,63204.0,64455.0,66015.0,65498.0,67788.0,67536.0,72677.0,65783.0,2016,Outros
